line_number,shakespeare_line
26998,He shall not boast who did thy stock pollute
26999,That thou art doting father of his fruit.
27000,"“Nor shall he smile at thee in secret thought,"
27001,Nor laugh with his companions at thy state;
27002,But thou shalt know thy int’rest was not bought
27003,"Basely with gold, but stol’n from forth thy gate."
27004,"For me, I am the mistress of my fate,"
27005,"And with my trespass never will dispense,"
27006,Till life to death acquit my forced offence.
27007,"“I will not poison thee with my attaint,"
27008,Nor fold my fault in cleanly-coined excuses;
27009,"My sable ground of sin I will not paint,"
27010,To hide the truth of this false night’s abuses.
27011,"My tongue shall utter all; mine eyes, like sluices,"
27012,"As from a mountain-spring that feeds a dale,"
27013,Shall gush pure streams to purge my impure tale.”
27014,"By this, lamenting Philomel had ended"
27015,"The well-tuned warble of her nightly sorrow,"
27016,And solemn night with slow sad gait descended
27017,"To ugly hell; when, lo, the blushing morrow"
27018,Lends light to all fair eyes that light will borrow.
27019,"But cloudy Lucrece shames herself to see,"
27020,And therefore still in night would cloistered be.
27021,"Revealing day through every cranny spies,"
27022,"And seems to point her out where she sits weeping,"
27023,"To whom she sobbing speaks: “O eye of eyes,"
27024,"Why pry’st thou through my window? Leave thy peeping,"
27025,Mock with thy tickling beams eyes that are sleeping.
27026,"Brand not my forehead with thy piercing light,"
27027,For day hath naught to do what’s done by night.”
27028,Thus cavils she with everything she sees.
27029,"True grief is fond and testy as a child,"
27030,"Who wayward once, his mood with naught agrees."
27031,"Old woes, not infant sorrows, bear them mild."
27032,"Continuance tames the one; the other wild,"
27033,Like an unpractised swimmer plunging still
27034,With too much labour drowns for want of skill.
27035,"So she, deep-drenched in a sea of care,"
27036,"Holds disputation with each thing she views,"
27037,And to herself all sorrow doth compare;
27038,"No object but her passion’s strength renews,"
27039,"And as one shifts, another straight ensues."
27040,Sometime her grief is dumb and hath no words;
27041,Sometime ’tis mad and too much talk affords.
27042,The little birds that tune their morning’s joy
27043,Make her moans mad with their sweet melody.
27044,For mirth doth search the bottom of annoy;
27045,Sad souls are slain in merry company.
27046,Grief best is pleased with grief’s society;
27047,True sorrow then is feelingly sufficed
27048,When with like semblance it is sympathized.
27049,’Tis double death to drown in ken of shore;
27050,He ten times pines that pines beholding food;
27051,To see the salve doth make the wound ache more;
27052,Great grief grieves most at that would do it good;
27053,"Deep woes roll forward like a gentle flood,"
27054,"Who, being stopped, the bounding banks o’erflows;"
27055,Grief dallied with nor law nor limit knows.
27056,"“You mocking birds,” quoth she, “your tunes entomb"
27057,"Within your hollow-swelling feathered breasts,"
27058,And in my hearing be you mute and dumb;
27059,My restless discord loves no stops nor rests.
27060,A woeful hostess brooks not merry guests.
27061,Relish your nimble notes to pleasing ears;
27062,Distress likes dumps when time is kept with tears.
27063,"“Come, Philomel, that sing’st of ravishment,"
27064,Make thy sad grove in my disheveled hair.
27065,"As the dank earth weeps at thy languishment,"
27066,So I at each sad strain will strain a tear
27067,And with deep groans the diapason bear;
27068,"For burden-wise I’ll hum on Tarquin still,"
27069,While thou on Tereus descants better skill.
27070,“And whiles against a thorn thou bear’st thy part
27071,"To keep thy sharp woes waking, wretched I,"
27072,"To imitate thee well, against my heart"
27073,"Will fix a sharp knife to affright mine eye,"
27074,Who if it wink shall thereon fall and die.
27075,"These means, as frets upon an instrument,"
27076,Shall tune our heart-strings to true languishment.
27077,"“And for, poor bird, thou sing’st not in the day,"
27078,"As shaming any eye should thee behold,"
27079,"Some dark deep desert seated from the way,"
27080,"That knows not parching heat nor freezing cold,"
27081,Will we find out; and there we will unfold
27082,To creatures stern sad tunes to change their kinds.
27083,"Since men prove beasts, let beasts bear gentle minds.”"
27084,"As the poor frighted deer that stands at gaze,"
27085,"Wildly determining which way to fly,"
27086,"Or one encompassed with a winding maze,"
27087,That cannot tread the way out readily;
27088,"So with herself is she in mutiny,"
27089,"To live or die which of the twain were better,"
27090,When life is shamed and Death reproach’s debtor.
27091,"“To kill myself,” quoth she, “alack, what were it,"
27092,But with my body my poor soul’s pollution?
27093,They that lose half with greater patience bear it
27094,Than they whose whole is swallowed in confusion.
27095,That mother tries a merciless conclusion
27096,"Who, having two sweet babes, when death takes one,"
27097,"Will slay the other, and be nurse to none."
27098,"“My body or my soul, which was the dearer,"
27099,"When the one pure, the other made divine?"
27100,"Whose love of either to myself was nearer,"
27101,When both were kept for heaven and Collatine?
27102,"Ay me, the bark pilled from the lofty pine,"
27103,His leaves will wither and his sap decay;
27104,"So must my soul, her bark being pilled away."
27105,"“Her house is sacked, her quiet interrupted,"
27106,"Her mansion battered by the enemy,"
27107,"Her sacred temple spotted, spoiled, corrupted,"
27108,Grossly engirt with daring infamy.
27109,"Then let it not be called impiety,"
27110,If in this blemished fort I make some hole
27111,Through which I may convey this troubled soul.
27112,“Yet die I will not till my Collatine
27113,"Have heard the cause of my untimely death,"
27114,"That he may vow, in that sad hour of mine,"
27115,Revenge on him that made me stop my breath.
27116,"My stained blood to Tarquin I’ll bequeath,"
27117,"Which by him tainted shall for him be spent,"
27118,And as his due writ in my testament.
27119,“My honour I’ll bequeath unto the knife
27120,That wounds my body so dishonoured.
27121,’Tis honour to deprive dishonoured life;
27122,"The one will live, the other being dead."
27123,"So of shame’s ashes shall my fame be bred,"
27124,For in my death I murder shameful scorn;
27125,"My shame so dead, mine honour is new born."
27126,"“Dear lord of that dear jewel I have lost,"
27127,What legacy shall I bequeath to thee?
27128,"My resolution, love, shall be thy boast,"
27129,By whose example thou revenged mayst be.
27130,"How Tarquin must be used, read it in me;"
27131,"Myself, thy friend, will kill myself, thy foe,"
27132,And for my sake serve thou false Tarquin so.
27133,“This brief abridgement of my will I make:
27134,My soul and body to the skies and ground;
27135,"My resolution, husband, do thou take;"
27136,Mine honour be the knife’s that makes my wound;
27137,My shame be his that did my fame confound;
27138,And all my fame that lives disbursed be
27139,To those that live and think no shame of me.
27140,"“Thou, Collatine, shalt oversee this will;"
27141,How was I overseen that thou shalt see it!
27142,My blood shall wash the slander of mine ill;
27143,My life’s foul deed my life’s fair end shall free it.
27144,"Faint not, faint heart, but stoutly say, ‘So be it.’"
27145,Yield to my hand; my hand shall conquer thee.
27146,"Thou dead, both die, and both shall victors be.”"
27147,"This plot of death when sadly she had laid,"
27148,"And wiped the brinish pearl from her bright eyes,"
27149,"With untuned tongue she hoarsely called her maid,"
27150,Whose swift obedience to her mistress hies;
27151,For fleet-winged duty with thought’s feathers flies.
27152,Poor Lucrece’ cheeks unto her maid seem so
27153,As winter meads when sun doth melt their snow.
27154,"Her mistress she doth give demure good-morrow,"
27155,"With soft slow tongue, true mark of modesty,"
27156,"And sorts a sad look to her lady’s sorrow,"
27157,"For why her face wore sorrow’s livery,"
27158,But durst not ask of her audaciously
27159,"Why her two suns were cloud-eclipsed so,"
27160,Nor why her fair cheeks over-washed with woe.
27161,"But as the earth doth weep, the sun being set,"
27162,"Each flower moistened like a melting eye,"
27163,Even so the maid with swelling drops ’gan wet
27164,"Her circled eyne, enforced by sympathy"
27165,"Of those fair suns set in her mistress’ sky,"
27166,"Who in a salt-waved ocean quench their light,"
27167,Which makes the maid weep like the dewy night.
27168,"A pretty while these pretty creatures stand,"
27169,Like ivory conduits coral cisterns filling.
27170,One justly weeps; the other takes in hand
27171,"No cause, but company, of her drops spilling."
27172,"Their gentle sex to weep are often willing,"
27173,"Grieving themselves to guess at others’ smarts,"
27174,And then they drown their eyes or break their hearts.
27175,"For men have marble, women waxen, minds,"
27176,And therefore are they formed as marble will;
27177,"The weak oppressed, th’ impression of strange kinds"
27178,"Is formed in them by force, by fraud, or skill."
27179,"Then call them not the authors of their ill,"
27180,"No more than wax shall be accounted evil,"
27181,Wherein is stamped the semblance of a devil.
27182,"Their smoothness, like a goodly champaign plain,"
27183,Lays open all the little worms that creep;
27184,"In men, as in a rough-grown grove, remain"
27185,Cave-keeping evils that obscurely sleep.
27186,Through crystal walls each little mote will peep.
27187,"Though men can cover crimes with bold stern looks,"
27188,Poor women’s faces are their own faults’ books.
27189,"No man inveigh against the withered flower,"
27190,But chide rough winter that the flower hath killed;
27191,"Not that devoured, but that which doth devour,"
27192,"Is worthy blame. O, let it not be hild"
27193,"Poor women’s faults, that they are so fulfilled"
27194,"With men’s abuses! Those proud lords, to blame,"
27195,Make weak-made women tenants to their shame.
27196,"The precedent whereof in Lucrece view,"
27197,Assailed by night with circumstances strong
